pitcher,events,home_team,away_team,pitch_name,release_speed,launch_speed,launch_angle,hit_distance_sc,bb_type
676680,field_out,LAD,SD,Sinker,90.3,102.2,20.0,349.0,line_drive
663978,single,MIN,LAD,Slider,87.9,104.3,17.0,276.0,line_drive
663978,field_out,MIN,LAD,Slider,86.8,77.4,40.0,245.0,fly_ball
592779,force_out,MIN,LAD,Cutter,95.2,106.1,-18.0,6.0,ground_ball
663978,walk,MIN,LAD,4-Seam Fastball,94.3,,,,
686973,field_out,MIN,LAD,4-Seam Fastball,94.9,83.7,39.0,266.0,fly_ball
686973,double,MIN,LAD,Slider,89.3,114.0,6.0,121.0,ground_ball
592779,field_out,MIN,LAD,Cutter,92.6,72.0,1.0,43.0,ground_ball
663485,strikeout,MIN,LAD,Split-Finger,87.8,,,,
686973,strikeout,MIN,LAD,Slider,90.3,,,,
641927,field_out,MIN,LAD,Slider,86.0,90.0,22.0,313.0,line_drive
543351,home_run,MIN,LAD,Slider,85.6,106.9,38.0,362.0,fly_ball
681892,strikeout,MIN,LAD,Slider,81.2,,,,
641927,double,MIN,LAD,4-Seam Fastball,92.5,110.1,16.0,396.0,line_drive
595345,double,MIN,LAD,Sinker,92.9,88.3,20.0,249.0,line_drive
684007,field_out,CHC,LAD,4-Seam Fastball,91.2,76.6,63.0,147.0,popup
694037,double,CHC,LAD,4-Seam Fastball,97.0,106.8,20.0,395.0,line_drive
684007,strikeout,CHC,LAD,4-Seam Fastball,94.4,,,,
643410,triple,CHC,LAD,Curveball,72.3,107.9,16.0,279.0,line_drive
696136,single,CHC,LAD,Sinker,91.3,78.2,17.0,198.0,line_drive
696136,field_out,CHC,LAD,4-Seam Fastball,92.0,95.1,37.0,310.0,fly_ball
643410,strikeout,CHC,LAD,Split-Finger,84.9,,,,
696136,single,CHC,LAD,Sweeper,81.9,106.1,7.0,158.0,ground_ball
681432,walk,CHC,LAD,4-Seam Fastball,96.9,,,,
543294,home_run,CHC,LAD,Changeup,79.4,105.2,32.0,379.0,fly_ball
543294,field_out,CHC,LAD,Changeup,80.8,83.1,-13.0,9.0,ground_ball
592767,field_out,CHC,LAD,Knuckle Curve,80.8,99.2,16.0,284.0,line_drive
657240,field_out,CHC,LAD,Slider,84.6,110.2,36.0,351.0,fly_ball
543294,double,CHC,LAD,Sinker,88.2,106.1,12.0,304.0,line_drive
690986,field_out,LAD,SF,4-Seam Fastball,93.9,93.5,20.0,305.0,line_drive
690986,single,LAD,SF,4-Seam Fastball,92.9,69.7,10.0,103.0,ground_ball
573124,home_run,LAD,SF,Sinker,93.2,105.6,24.0,430.0,fly_ball
690986,strikeout,LAD,SF,Changeup,86.5,,,,
657277,walk,LAD,SF,Sinker,90.7,,,,
657277,field_out,LAD,SF,Sinker,91.3,92.7,35.0,327.0,fly_ball
657277,strikeout,LAD,SF,Sweeper,84.1,,,,
573124,field_out,LAD,SF,Sinker,92.7,95.1,-22.0,8.0,ground_ball
676775,field_out,LAD,SF,Split-Finger,88.6,95.6,37.0,324.0,fly_ball
676775,double,LAD,SF,Split-Finger,88.7,98.9,4.0,87.0,ground_ball
687014,strikeout,LAD,SF,4-Seam Fastball,94.7,,,,
676775,field_out,LAD,SF,Split-Finger,90.5,108.8,2.0,61.0,ground_ball
571927,double,LAD,STL,Changeup,83.4,115.8,16.0,310.0,line_drive
571927,strikeout,LAD,STL,Changeup,84.4,,,,
669467,field_out,LAD,STL,4-Seam Fastball,96.1,77.4,-51.0,2.0,ground_ball
571927,strikeout,LAD,STL,Sinker,96.3,,,,
458681,strikeout,LAD,STL,Cutter,88.5,,,,
606149,field_out,LAD,STL,4-Seam Fastball,91.1,103.7,61.0,181.0,popup
669461,walk,LAD,STL,Sinker,94.5,,,,
664854,strikeout,LAD,STL,Slider,89.4,,,,
458681,single,LAD,STL,Changeup,85.3,113.9,11.0,202.0,line_drive
668941,field_out,LAD,STL,Slider,85.6,69.5,40.0,217.0,fly_ball
668868,grounded_into_double_play,LAD,STL,Slider,81.9,81.3,-12.0,13.0,ground_ball
668868,field_out,LAD,STL,Slider,84.5,89.2,36.0,289.0,fly_ball
606149,strikeout,LAD,STL,Slider,83.4,,,,
668868,field_out,LAD,STL,Slider,82.7,88.5,10.0,153.0,line_drive
571945,single,LAD,STL,Slider,87.0,113.0,7.0,121.0,ground_ball
571945,walk,LAD,STL,Changeup,85.9,,,,
571945,double,LAD,STL,Changeup,86.9,91.5,15.0,218.0,line_drive
676617,strikeout,LAD,STL,Slider,90.1,,,,
681217,strikeout,LAA,LAD,Sweeper,79.8,,,,
681217,strikeout,LAA,LAD,4-Seam Fastball,96.1,,,,
672282,walk,LAD,LAA,4-Seam Fastball,94.7,,,,
672282,field_out,LAD,LAA,4-Seam Fastball,93.3,82.7,1.0,52.0,ground_ball
672282,field_out,LAD,LAA,Slider,85.6,91.9,5.0,99.0,ground_ball
656288,strikeout,LAD,LAA,Changeup,87.9,,,,
688274,walk,LAD,LAA,,,,,,
656288,field_out,LAD,LAA,,,,,,fly_ball
605397,sac_fly,LAD,SD,Changeup,87.8,98.5,32.0,357.0,fly_ball
650633,field_out,LAD,SD,Changeup,87.3,102.4,20.0,372.0,line_drive
676680,field_out,LAD,SD,Sweeper,78.2,49.4,-54.0,2.0,ground_ball
605397,single,LAD,SD,Cutter,89.9,108.7,12.0,201.0,line_drive
663158,field_out,LAD,SD,Changeup,90.1,81.2,-2.0,29.0,ground_ball
673513,field_out,LAD,SD,Split-Finger,85.3,100.3,31.0,382.0,fly_ball
506433,single,SD,LAD,Sinker,94.7,112.3,11.0,220.0,line_drive
676680,force_out,SD,LAD,Sinker,91.7,89.5,-12.0,11.0,ground_ball
506433,force_out,SD,LAD,Split-Finger,91.1,77.9,-13.0,11.0,ground_ball
593974,field_out,SD,LAD,Changeup,86.3,82.9,-21.0,,ground_ball
670970,single,SD,LAD,Sinker,98.3,74.6,22.0,215.0,line_drive
596271,strikeout,LAD,SEA,,,,,,
642100,strikeout,LAD,SEA,,,,,,
596271,field_out,LAD,SEA,,,,,,fly_ball
669416,single,LAD,SF,,,,,,ground_ball
694738,home_run,LAD,SF,,,,,,fly_ball
664054,strikeout,LAD,SF,,,,,,
669416,single,LAD,SF,,,,,,line_drive
696508,walk,LAD,AZ,,,,,,
694297,strikeout,LAD,AZ,,,,,,
620454,field_out,LAD,AZ,,,,,,ground_ball
669459,double,LAD,AZ,,,,,,line_drive
656629,single,CWS,LAD,,,,,,ground_ball
657053,walk,CWS,LAD,,,,,,
656629,single,CWS,LAD,,,,,,line_drive
670871,field_out,LAD,LAA,,,,,,fly_ball
681217,strikeout,LAD,LAA,,,,,,
668869,strikeout,LAD,LAA,,,,,,
596295,triple,LAD,COL,,,,,,fly_ball
663562,single,LAD,COL,,,,,,line_drive
596295,single,LAD,COL,,,,,,line_drive
595881,walk,LAD,CLE,,,,,,
471911,walk,LAD,CLE,,,,,,
595881,single,LAD,CLE,,,,,,ground_ball
